,name,experiment,label,day,day_moment,pbs,cage,group,eye,dose,path
2057,OCT_Image_RE_Circle-2018-01-15-15-03-07.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A2 GP 2/OCT_Image_RE_Circle-2018-01-15-15-03-07.tif
2058,OCT_Image_RE_Circle-2018-01-15-15-03-21.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A2 GP 2/OCT_Image_RE_Circle-2018-01-15-15-03-21.tif
2059,OCT_Image_RE_Circle-2018-01-15-15-04-57.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A2 GP 2/OCT_Image_RE_Circle-2018-01-15-15-04-57.tif
2067,OCT_Image_RE_Circle-2018-01-15-16-12-08.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-12-08.tif
2068,OCT_Image_RE_Circle-2018-01-15-16-12-43.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-12-43.tif
2069,OCT_Image_RE_Circle-2018-01-15-16-10-38.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-10-38.tif
2070,OCT_Image_RE_Circle-2018-01-15-16-12-16.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-12-16.tif
2071,OCT_Image_RE_Circle-2018-01-15-16-12-30.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-12-30.tif
2072,OCT_Image_RE_Circle-2018-01-15-16-09-24.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-09-24.tif
2073,OCT_Image_RE_Circle-2018-01-15-16-10-16.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-10-16.tif
2074,OCT_Image_RE_Circle-2018-01-15-16-10-07.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-10-07.tif
2075,OCT_Image_RE_Circle-2018-01-15-16-10-28.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A4 GP 2/OCT_Image_RE_Circle-2018-01-15-16-10-28.tif
2085,OCT_Image_RE_Circle-2018-01-15-14-34-21.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-34-21.tif
2086,OCT_Image_RE_Circle-2018-01-15-14-36-18.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-36-18.tif
2087,OCT_Image_RE_Circle-2018-01-15-14-34-00.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-34-00.tif
2088,OCT_Image_RE_Circle-2018-01-15-14-36-58.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-36-58.tif
2089,OCT_Image_RE_Circle-2018-01-15-14-36-00.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-36-00.tif
2090,OCT_Image_RE_Circle-2018-01-15-14-36-45.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-36-45.tif
2091,OCT_Image_RE_Circle-2018-01-15-14-32-51.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-32-51.tif
2092,OCT_Image_RE_Circle-2018-01-15-14-34-39.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-34-39.tif
2093,OCT_Image_RE_Circle-2018-01-15-14-34-06.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C41,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 41 A1 GP 2/OCT_Image_RE_Circle-2018-01-15-14-34-06.tif
2103,OCT_Image_RE_Circle-2018-01-15-13-03-26.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-03-26.tif
2104,OCT_Image_RE_Circle-2018-01-15-13-00-24.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-00-24.tif
2105,OCT_Image_RE_Circle-2018-01-15-13-01-34.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-01-34.tif
2106,OCT_Image_RE_Circle-2018-01-15-13-01-18.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-01-18.tif
2107,OCT_Image_RE_Circle-2018-01-15-13-01-07.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-01-07.tif
2108,OCT_Image_RE_Circle-2018-01-15-13-02-56.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-02-56.tif
2109,OCT_Image_RE_Circle-2018-01-15-13-01-12.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-01-12.tif
2110,OCT_Image_RE_Circle-2018-01-15-13-03-08.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A4 GP 1/OCT_Image_RE_Circle-2018-01-15-13-03-08.tif
2118,OCT_Image_RE_Circle-2018-01-15-11-56-28.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-56-28.tif
2119,OCT_Image_RE_Circle-2018-01-15-11-57-51.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-57-51.tif
2120,OCT_Image_RE_Circle-2018-01-15-11-57-05.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-57-05.tif
2121,OCT_Image_RE_Circle-2018-01-15-11-56-58.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-56-58.tif
2122,OCT_Image_RE_Circle-2018-01-15-11-57-58.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-57-58.tif
2123,OCT_Image_RE_Circle-2018-01-15-11-58-13.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-58-13.tif
2124,OCT_Image_RE_Circle-2018-01-15-11-58-03.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-58-03.tif
2125,OCT_Image_RE_Circle-2018-01-15-11-57-12.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-57-12.tif
2126,OCT_Image_RE_Circle-2018-01-15-11-57-23.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A2 GP 1/OCT_Image_RE_Circle-2018-01-15-11-57-23.tif
2135,OCT_Image_RE_Circle-2018-01-16-12-56-43.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-56-43.tif
2136,OCT_Image_RE_Circle-2018-01-16-12-59-41.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-59-41.tif
2137,OCT_Image_RE_Circle-2018-01-16-12-56-14.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-56-14.tif
2138,OCT_Image_RE_Circle-2018-01-16-12-58-01.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-58-01.tif
2139,OCT_Image_RE_Circle-2018-01-16-12-57-06.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-57-06.tif
2140,OCT_Image_RE_Circle-2018-01-16-12-59-31.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-59-31.tif
2141,OCT_Image_RE_Circle-2018-01-16-12-59-05.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-59-05.tif
2142,OCT_Image_RE_Circle-2018-01-16-12-57-27.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-12-57-27.tif
2143,OCT_Image_RE_Circle-2018-01-16-13-00-14.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C42,A4,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 42 A4 GP 4/OCT_Image_RE_Circle-2018-01-16-13-00-14.tif
2151,OCT_Image_RE_Circle-2018-01-15-12-28-39.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-28-39.tif
2152,OCT_Image_RE_Circle-2018-01-15-12-31-45.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-31-45.tif
2153,OCT_Image_RE_Circle-2018-01-15-12-32-32.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-32-32.tif
2154,OCT_Image_RE_Circle-2018-01-15-12-30-56.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-30-56.tif
2155,OCT_Image_RE_Circle-2018-01-15-12-31-22.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-31-22.tif
2156,OCT_Image_RE_Circle-2018-01-15-12-33-02.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-33-02.tif
2157,OCT_Image_RE_Circle-2018-01-15-12-32-37.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-32-37.tif
2158,OCT_Image_RE_Circle-2018-01-15-12-30-20.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-30-20.tif
2159,OCT_Image_RE_Circle-2018-01-15-12-29-52.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-29-52.tif
2160,OCT_Image_RE_Circle-2018-01-15-12-32-44.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A3 GP 1/OCT_Image_RE_Circle-2018-01-15-12-32-44.tif
2168,OCT_Image_RE_Circle-2018-01-16-15-33-18.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-33-18.tif
2169,OCT_Image_RE_Circle-2018-01-16-15-33-30.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-33-30.tif
2170,OCT_Image_RE_Circle-2018-01-16-15-33-25.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-33-25.tif
2171,OCT_Image_RE_Circle-2018-01-16-15-31-35.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-31-35.tif
2172,OCT_Image_RE_Circle-2018-01-16-15-31-17.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-31-17.tif
2173,OCT_Image_RE_Circle-2018-01-16-15-30-39.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-30-39.tif
2174,OCT_Image_RE_Circle-2018-01-16-15-32-02.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-32-02.tif
2175,OCT_Image_RE_Circle-2018-01-16-15-33-45.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-33-45.tif
2176,OCT_Image_RE_Circle-2018-01-16-15-31-50.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C43,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 43 A2 GP 5/OCT_Image_RE_Circle-2018-01-16-15-31-50.tif
2184,OCT_Image_RE_Circle-2018-01-15-11-04-37.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-04-37.tif
2185,OCT_Image_RE_Circle-2018-01-15-11-03-02.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-03-02.tif
2186,OCT_Image_RE_Circle-2018-01-15-11-05-07.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-05-07.tif
2187,OCT_Image_RE_Circle-2018-01-15-11-08-43.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-08-43.tif
2188,OCT_Image_RE_Circle-2018-01-15-11-08-30.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-08-30.tif
2189,OCT_Image_RE_Circle-2018-01-15-11-08-09.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-08-09.tif
2190,OCT_Image_RE_Circle-2018-01-15-11-04-27.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-04-27.tif
2191,OCT_Image_RE_Circle-2018-01-15-11-05-55.tif,Study C-5 2018  Dose Response,healthy,0,before,-,C40,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-5 2018  Dose Response/1 Before injection/C 40 A1 GP 1/OCT_Image_RE_Circle-2018-01-15-11-05-55.tif
